Distr;D_stats;p_value;Parameters
gengamma;0.032346;0.660000;(14.01307201085438, 42660.6141696729, -7463.84364990615, 7464.2519086832435)
t;0.034643;0.574000;(33.580181128408015, 0.8642796906293853, 0.04631239986988152)
exponweib;0.034841;0.566000;(4.028457389762576, 123.98205278591992, -9.274778393344578, 10.091370827657432)
norm;0.035006;0.560000;(0.8638531395759161, 0.04779326595922785)
foldnorm;0.035006;0.560000;(15.41702737811022, 0.12702283489078317, 0.04779327637705049)
exponnorm;0.035008;0.560000;(2.9009471280800876e-05, 0.863851005864481, 0.0477943488700852)
rice;0.035037;0.559000;(49.15883970754055, -1.4862233496511492, 0.047796163539569045)
dweibull;0.035080;0.558000;(1.2789540873764946, 0.8649884189422121, 0.040987921434188224)
lognorm;0.035117;0.556000;(0.0033541615326368552, -13.354965946213252, 14.21883512820774)
gennorm;0.035234;0.552000;(1.930379733339886, 0.8640257222333665, 0.06631839748845374)
f;0.035312;0.549000;(1092683.8845084142, 1124479.3506721426, -24.363238444046686, 25.226911654469177)
nakagami;0.035891;0.528000;(10281.646070201423, -8.858826685238899, 9.72284114982812)
tukeylambda;0.036220;0.516000;(0.0778661083198609, 0.8645350383209569, 0.030208929193561843)
fatiguelife;0.036364;0.511000;(0.005211791486412787, -8.316261501183945, 9.180243621705507)
loggamma;0.036594;0.503000;(7.800733211793757, 0.6068385543510517, 0.12923400316801903)
powernorm;0.036623;0.502000;(7.700760702238587, 0.9730627605214105, 0.07781884464454931)
dgamma;0.036692;0.500000;(1.4122410825493834, 0.8650012793904367, 0.0269682343977605)
chi;0.036888;0.493000;(299.13632306498914, -0.31270708429082517, 0.06807338116946693)
johnsonsu;0.037112;0.485000;(12.430490998309786, 7.6024613487017785, 1.1993262508524225, 0.13478845609915974)
fisk;0.037934;0.457000;(117822548.4373559, -3211533.5261294805, 3211534.3913488863)
logistic;0.037984;0.455000;(0.865219115157495, 0.02726524960839137)
invgamma;0.038077;0.452000;(1745.2771821683746, -1.1443419643647035, 3502.5647698244084)
