Distr;D_stats;p_value;Parameters
alpha;0.546852;0.000000;(61.902314346545694, -3.1857992318342507, 258.14902277797785)
pareto;0.590953;0.000000;(29394901.854982197, -10417654.747808289, 10417655.390665432)
nct;0.520526;0.000000;(331.1326993936334, 30.11218073029775, -1.0243384961755067, 0.06661022733137667)
ncf;0.551503;0.000000;(4184.132043618003, 9204.262963670992, 7649.22806791763, -1.968611498910716, 1.04394699026659)
ncx2;0.594081;0.000000;(1.7766790675058344, 0.04443850971341018, 0.6428571428571428, 0.19710328103027053)
nakagami;0.543083;0.000000;(334220.3014240386, -69.61863305997011, 70.60523062353337)
mielke;0.705822;0.000000;(1964747740.8102105, 13952343429.211784, -38672181.73812036, 38672182.7434033)
maxwell;0.584535;0.000000;(0.6415972511416062, 0.2024610603424133)
lomax;0.601176;0.000000;(280.8278187555284, 0.6428571428562666, 96.61961144075904)
lognorm;0.542318;0.000000;(0.0007219522521168282, -82.91150069831085, 83.89829023434905)
loglaplace;0.485115;0.000000;(193.5972748517528, -1.7147658663992713, 2.714342090142299)
loggamma;0.955999;0.000000;(2.8339209360990808e-08, 1.0000000070631558, 3.707790560940678e-10)
levy_l;0.482476;0.000000;(1.0000000000000002, 1.0952613010496241e-16)
levy;0.627257;0.000000;(0.6349262225315819, 0.29005122546505846)
laplace;0.500000;0.000000;(1.0, 0.013085945138847742)
kstwobign;0.535404;0.000000;(0.4903243888942083, 0.579024270544521)
ksone;0.956000;0.000000;(1.056278470681087, 0.6428571407522601, 0.3571428836216224)
johnsonsu;0.744383;0.000000;(5.581101236683342, 1.1649635301100991, 1.000000227905121, 7.530631358479614e-09)
johnsonsb;0.956000;0.000000;(-1.6395841850449637, 0.18052012522609273, 0.6424529468523797, 0.3575470531476203)
norm;0.541246;0.000000;(0.9869140548611524, 0.060771126143540445)
pearson3;0.956000;0.000000;(-2.893177806957882, 0.9858267380965926, 0.020502883395569958)
invgauss;0.551603;0.000000;(0.004159919810466142, -0.13075944437871387, 268.1715775076955)
powerlaw;0.956000;0.000000;(3187381140.8308606, -88500643.50012183, 88500644.50012183)
weibull_min;0.605341;0.000000;(1035222591.5832891, -20086011.66359934, 20086012.662690774)
wald;0.484117;0.000000;(0.6292548021263489, 0.5151453303505211)
vonmises_line;1.000000;0.000000;(1.3053444432375676, 4.524795989368737, 1.1106854508682748e-30)
vonmises;21.001495;0.000000;(13.119239187968358, 0.9701397808728973, 0.0023763542592939646)
uniform;0.956000;0.000000;(0.6428571428571429, 0.3571428571428571)
tukeylambda;0.956000;0.000000;(1.434618344568979, 0.9692274234730187, 0.0441469027952604)
truncnorm;0.956000;0.000000;(0.9845237860847058, 1.0399404255270126, 0.00018000782622278484, 0.9614204502982232)
truncexpon;0.956000;0.000000;(0.7455528868669477, 0.6428571411221323, 0.4790309429429793)
triang;0.956000;0.000000;(0.9999999250619873, 0.6424173900236806, 0.3575826371642824)
t;0.657566;0.000000;(4.522192011644423, 0.9999999999999998, 3.9070872393147827e-16)
semicircular;1.000000;0.000000;(2.410714285714281, 3.143277191460744e-46)
rice;1.000000;0.000000;(118.90842686046417, -6.23919464455728, 0.06076819261271335)
rayleigh;1.000000;0.000000;(1.0594015087629816, 0.06688632425961205)
