Distr;D_stats;p_value;Parameters
alpha;0.451372;0.000000;(408.90036732680767, -2.626173015620381, 1482.300374008229)
loglaplace;0.500000;0.000000;(12100320306.538338, -32803266.55479397, 32803267.55479397)
nct;0.508764;0.000000;(120.18931766789072, 33.62140941112018, -0.7290698431899691, 0.05137144173993628)
ncf;0.504835;0.000000;(244.34378927064068, 127.2205052812105, 4.510005547142499, -0.9857837648508933, 1.9485369078410204)
ncx2;0.656469;0.000000;(1.6509550546452436, 2.2506585207413654e-09, 0.7666666666666666, 0.3925117254781006)
nakagami;0.446691;0.000000;(2620090.5178078655, -26.1094864080666, 27.10836582925178)
mielke;0.463075;0.000000;(2391759359.0473056, 3648769738.6054907, -3124808.7780326996, 3124809.778145886)
maxwell;0.567278;0.000000;(0.7661053299437304, 0.13452470391984578)
lomax;0.704628;0.000000;(2521069330663.427, 0.7666666666650861, 1680303778463.5098)
lognorm;0.451730;0.000000;(0.0001637847394885573, -49.756784004060215, 50.7557756912937)
loggamma;0.856000;0.000000;(1.0070262073450711e-08, 1.0000000002348488, 1.069628562618771e-11)
invweibull;0.548065;0.000000;(352039897.96879184, -15516367.422945596, 15516368.412790596)
logistic;0.818041;0.000000;(-1808.7669517946727, 1203.8402159674026)
levy_stable;0.726367;0.000000;(0.6178227683241405, -0.9813130343360942, 1.0000000007077678, 8.986335272121634e-10)
levy_l;0.675140;0.000000;(1.0000000000000002, 3.9758084775484358e-16)
levy;0.669659;0.000000;(0.7612303335745085, 0.22624889463459502)
laplace;0.500000;0.000000;(1.0, 0.0010622348973181657)
kstwobign;0.493947;0.000000;(0.7246322507834981, 0.3311964838520881)
ksone;0.953167;0.000000;(1.0390843251725763, 0.7666666650170686, 0.23333333629045327)
johnsonsu;0.817749;0.000000;(1.9650389526927388, 0.27304036390413644, 1.0000000022926563, 2.9761149358497644e-09)
norm;0.449327;0.000000;(0.9989377651026818, 0.008340236895110372)
pareto;0.597656;0.000000;(3.6331486023282995, 0.0020097695395541277, 0.7646568970592229)
pearson3;0.856000;0.000000;(-2.429354479643485, 0.9974928194717814, 0.003045415123751472)
powerlaw;0.856000;0.000000;(5384385176.42595, -9520067.99517024, 9520068.99517024)
weibull_min;0.537141;0.000000;(1117881647.5800266, -23356422.066529922, 23356423.065813363)
wald;0.525897;0.000000;(0.7595831230479844, 0.376803367335036)
vonmises_line;1.000000;0.000000;(1.3053444033057502, 4.6891787314905535, 1.981271374213595e-30)
vonmises;7586.016658;0.000000;(1.720434077270403, 1.0001883068242574, 4.994770659391554e-06)
uniform;0.953167;0.000000;(0.7666666666666667, 0.23333333333333328)
tukeylambda;0.856000;0.000000;(1.1774528428951383, 0.9901385809871259, 0.011611355851688883)
truncnorm;0.856000;0.000000;(1.00998622049186, 1.027783106457908, -1.2659088669655872e-05, 0.9729802458544602)
truncexpon;0.964451;0.000000;(0.7297945434831854, 0.7666210516223009, 0.31978719279962453)
triang;0.931434;0.000000;(0.9999994351171138, 0.7664147870041464, 0.23358534814989618)
t;0.699626;0.000000;(1.5253034951372195, 1.0000000000000158, 2.4330659825167386e-14)
semicircular;1.000000;0.000000;(2.615000000000008, 1.5524427627342177e-28)
rice;1.000000;0.000000;(260.04756166556126, -1.190944843082746, 0.008421004273373335)
rayleigh;0.514872;0.000000;(0.9900980234343165, 0.00859361926751454)
