Distr;D_stats;p_value;Parameters
alpha;0.528890;0.000000;(349.947947638189, -1.3201675590669928, 811.4245052676602)
loglaplace;0.500000;0.000000;(21288815428.549698, -59745689.80371902, 59745690.80371902)
nct;0.507815;0.000000;(119.81239561092917, 33.62834880285224, -0.7155596317274958, 0.050950553756292066)
ncf;0.497753;0.000000;(102.4660360427157, 109.54084919505408, 8.489970130713218, -0.9723704449107009, 1.8201206190780201)
ncx2;0.664128;0.000000;(0.7274881521244645, 1.7243991633962161, 0.9272727272727271, 0.02220944227447525)
nakagami;0.581499;0.000000;(1.087201987472454, 0.9271635520999535, 0.07159290598276823)
mielke;0.530713;0.000000;(60126.696163899556, 87013.79643078963, -101.62917631382595, 102.62934034309302)
maxwell;0.563837;0.000000;(0.9270800350395978, 0.04146207371936084)
lomax;0.580233;0.000000;(497.90721869788615, 0.9272727272727033, 35.51391166273577)
lognorm;0.525915;0.000000;(0.000564449599423324, -10.469170351325808, 11.467787448230357)
loggamma;0.941330;0.000000;(2.3394458018763234e-08, 1.0000000040249484, 3.261988735666846e-11)
anglit;1.000000;0.000000;(2.5574466607822273, 3.7659966639197014e-30)
levy_stable;0.813496;0.000000;(0.6189268263839782, -0.9890108043319026, 1.000000003105412, 3.8761340966099334e-09)
levy_l;0.834830;0.000000;(1.0000000000000002, 5.785059204918322e-16)
levy;0.659927;0.000000;(0.9255114936739918, 0.06779607439411116)
laplace;0.500000;0.000000;(1.0, 0.001394166683784725)
kstwobign;0.477471;0.000000;(0.9111821576515636, 0.10437376819385757)
ksone;0.941333;0.000000;(1.0198252297936645, 0.9272727150391709, 0.07272728665652299)
johnsonsu;0.876662;0.000000;(3.3466341476474115, 0.5854373638163058, 1.0000000109737333, 9.654388372583716e-10)
johnsonsb;0.941232;0.000000;(-4.892414327831303, 0.2388022222579021, 0.7222868889934798, 0.27771311100652024)
norm;0.526809;0.000000;(0.9986058333162152, 0.00645679695846821)
pareto;0.576548;0.000000;(11.187608082661399, 0.1562603959402039, 0.7710123313317963)
pearson3;0.941329;0.000000;(-3.15345600553259, 0.9985563281025978, 0.0022762779074410383)
powerlaw;0.941234;0.000000;(42.737887795781916, 0.9220703418543648, 0.07792983941335671)
weibull_min;0.596698;0.000000;(955648109.2423608, -3393847.9714555955, 3393848.97123105)
wald;0.512347;0.000000;(0.924890853899901, 0.11422908868631608)
vonmises_line;1.000000;0.000000;(1.305344430698014, 4.9024200021335815, 5.178419308279059e-31)
vonmises;15887.458995;0.000000;(1.7385716666066093, 1.0001490060935159, 4.941474450042327e-07)
uniform;0.941333;0.000000;(0.9272727272727272, 0.07272727272727275)
tukeylambda;0.941333;0.000000;(1.1098933642724143, 0.99068622350192, 0.010337298731535324)
truncnorm;0.941333;0.000000;(0.9869374642177571, 1.0643511147393854, 8.12696900756504e-05, 0.9394632284697806)
truncexpon;0.941333;0.000000;(0.7062550870329707, 0.923659533957339, 0.10809191670873472)
triang;0.930948;0.000000;(0.9896145225521313, 0.9271746647307226, 0.07358959875984888)
t;0.550627;0.000000;(2.131889940744899, 0.9999999999992466, 2.3971268246502974e-12)
semicircular;1.000000;0.000000;(2.8800000000000017, 1.0565215875407746e-45)
rice;0.541816;0.000000;(2.1034324898400346e-09, 0.9270982259493736, 0.053817144281924856)
rayleigh;0.578210;0.000000;(0.9830233945391248, 0.011926915468901785)
reciprocal;0.941333;0.000000;(0.9888211032744281, 1.066381317784153, 6.700302185074633e-05, 0.937688036743233)
rdist;1.000000;0.000000;(1.3053411722510098, 2.3174046629314553, 6.680648879274285e-31)
powernorm;0.586137;0.000000;(6665967.324888676, 1.0554899482297806, 0.010844395002555796)
powerlognorm;0.582026;0.000000;(100.3291070568979, 0.000648685599102574, -11.98398425482075, 13.003545495593073)
invweibull;0.491647;0.000000;(2179499.4030433237, -34145.24208727154, 34146.23596607617)
invgauss;0.538596;0.000000;(0.0051119607497285, 0.8700437737104929, 25.042386857777387)
invgamma;0.527900;0.000000;(78920.77914130164, -0.8413931606824083, 145210.45455542242)
fisk;0.474275;0.000000;(1151383285.937523, -1619110.6444843998, 1619111.644298837)
f;0.525126;0.000000;(6836422.346855583, 8011696.23956022, -7.786912279018852, 8.785543413036667)
exponpow;0.665481;0.000000;(1352438609.025988, -2851010.6000077575, 2851011.6004065797)
exponweib;0.511203;0.000000;(9.56225240708836, 207823350.3973042, -3192000.60859072, 3192001.5924363476)
exponnorm;0.526792;0.000000;(7.540131615835482e-05, 0.9986057059718333, 0.006456479732960747)
expon;0.580574;0.000000;(0.9272727272727272, 0.07133310604348797)
erlang;0.602619;0.000000;(0.7818065225023998, 0.9272727272727271, 0.08940382518830489)
dweibull;0.497257;0.000000;(0.17203424887806837, 0.9999999999999998, 0.0030245428261317414)
dgamma;0.507569;0.000000;(0.13723349998693107, 1.0000000000000002, 0.006494121272502219)
cosine;1.000000;0.000000;(6.090839542530954, 9.414991659799253e-31)
chi2;0.506054;0.000000;(331.41260784307394, 0.8844856444834983, 0.00034486619247849786)
chi;0.533147;0.000000;(920.9643195026083, 0.7042244226702354, 0.009697322502226055)
cauchy;0.500000;0.000000;(1.0, 5.421010862427522e-20)
burr;0.475243;0.000000;(180669096.40530014, 1.1164576589720876, -685021.9986209767, 685022.9976870879)
bradford;0.941333;0.000000;(1.3763290448165141e-08, 0.9224230096477868, 0.0775769945619478)
betaprime;0.547010;0.000000;(4050.192310654804, 5929.867482550677, 0.646976117378725, 0.5140577244805267)
beta;0.934684;0.000000;(572.9734534738221, 0.1674579890021049, 0.5135122734766544, 0.48648772652334565)
arcsine;0.941333;0.000000;(0.9128427405946716, 0.0871572594053284)
fatiguelife;0.528321;0.000000;(0.0009066149319192868, -6.122837088545648, 7.121417817421918)
foldcauchy;0.472536;0.000000;(110.94207093189979, -0.08640325098953887, 0.00978449825625458)
hypsecant;0.478950;0.000000;(0.9999077633973233, 0.001393766048578724)
foldnorm;0.525790;0.000000;(118.0895616734226, 0.22817253397772153, 0.006524165248775259)
halfgennorm;0.626160;0.000000;(1.8113982235065929, 0.9272727271432732, 0.09879278610622924)
halfnorm;0.631414;0.000000;(0.9272727222886821, 0.07162480876752292)
halflogistic;0.596774;0.000000;(0.9272727224691983, 0.04633625525101366)
halfcauchy;0.492994;0.000000;(0.9272727270610961, 0.07114382028791956)
gumbel_l;0.596912;0.000000;(0.9999110379911721, 0.0013941547932234677)
gumbel_r;0.497915;0.000000;(0.9940708690716783, 0.015915667992550966)
gompertz;0.646442;0.000000;(1.519844919214162, 0.9272727261267021, 0.12332686132001011)
gilbrat;0.487510;0.000000;(0.9268834478571051, 0.07086246114283498)
genhalflogistic;0.941333;0.000000;(1.1984053648761408, 0.923709226115851, 0.09142727271331669)
gengamma;0.606237;0.000000;(0.2782016497199133, 1.2562305434212635, 0.9272727272727271, 1.3891643762812556)
gamma;0.721059;0.000000;(0.31094469428961635, 0.9272727272727271, 0.17009500524474908)
gausshyper;0.941333;0.000000;(1.3393104591179954, 0.4685250727900083, 1.0883904346565174, 1.1348729604724603, 0.9166326740014572, 0.08336732599854281)
genextreme;0.941333;0.000000;(1.446722018525708, 0.9991352191629217, 0.0012510974782002772)
genexpon;0.586758;0.000000;(2.7365635700811882e-05, 3.2137558587113793, 0.0006955003092670978, 0.92256858634578, 0.0025342099499965753)
gennorm;0.500000;0.000000;(0.23579612574051945, 1.0, 3.159265921459248e-10)
genpareto;0.941333;0.000000;(-1.4766453553221903, 0.006608855621595359, 1.4668864193645668)
genlogistic;0.941333;0.000000;(1.403554025320655e-08, 1.0000000003325398, 1.9570925620286884e-11)
weibull_max;0.941185;0.000000;(0.2828680700891474, 1.0000000000000002, 0.007672708088313337)
logistic;;;(0.9998160144925616, -0.0013941412367818803)
recipinvgauss;;;(0.002430369803349505, 0.8430396574238994, 0.0003780559675881244)
