Distr;D_stats;p_value;Parameters
gengamma;0.088046;0.006000;(9.709613121250435, 23428419.224754173, -1747669.502698226, 1747670.3018911646)
invgamma;0.090829;0.004000;(6835.901494454354, -1.128604750399461, 14307.92996605875)
powerlognorm;0.093752;0.003000;(31.30783907350582, 0.004595929676840463, -9.760654491271904, 10.827966805694324)
norm;0.091875;0.003000;(0.964851670812355, 0.02523650578931923)
gennorm;0.092771;0.003000;(1.7467996937346448, 0.9657078599915088, 0.03295877871512959)
nakagami;0.092781;0.003000;(24178.956230094773, -6.901378345012443, 7.866308156735336)
fatiguelife;0.093256;0.003000;(0.0033623502853837375, -6.520639884090166, 7.485640076355349)
f;0.091668;0.003000;(2160838.847652911, 2232856.93217023, -17.76885676751437, 18.733641726074936)
t;0.092615;0.003000;(14.581669776771209, 0.96588320586759, 0.02336671806481252)
dweibull;0.092194;0.003000;(1.153485106132249, 0.9669473397044223, 0.020682842997007386)
alpha;0.093553;0.003000;(92.08815504908512, -1.3894799248398861, 216.77823967983187)
exponnorm;0.091877;0.003000;(3.458205263086333e-05, 0.9648508281302077, 0.025236714262362646)
lognorm;0.091665;0.003000;(0.0022394027471102024, -10.274872110842264, 11.239740525483928)
logistic;0.095175;0.002000;(0.9666355635035752, 0.014233336085172807)
betaprime;0.095649;0.002000;(83396.44370027038, 49051.18466300454, -3.5009514008105698, 2.6267207315198062)
fisk;0.095727;0.002000;(339520454.1683905, -4845818.260630203, 4845819.227261212)
dgamma;0.097422;0.002000;(1.153924117203924, 0.966956798506045, 0.0171214999392479)
tukeylambda;0.094198;0.002000;(0.04648507751588683, 0.9661557591533643, 0.015149007256494275)
hypsecant;0.097132;0.002000;(0.9673623203306501, 0.017075036505533034)
exponweib;0.101694;0.001000;(13.147585669057172, 165052.18629773083, -11403.252046396037, 11404.14182234995)
maxwell;0.270827;0.000000;(0.821017796557282, 0.08430959293255003)
loglaplace;0.111437;0.000000;(62.778799815674915, -0.27776401784416394, 1.244977132608387)
pearson3;0.141464;0.000000;(-1.2339416339984246, 0.9648515608201094, 0.02689559464507526)
lomax;0.837312;0.000000;(2258463482949.616, 0.8214285714285179, 2271354861800.114)
loggamma;0.119967;0.000000;(1.0613011905688923, 0.9749694709420681, 0.021049499639087425)
ncx2;0.416725;0.000000;(3.8049112867309702, 2.8369351592512924e-08, 0.7552445486144448, 0.055132446712668745)
ncf;0.461791;0.000000;(107.40032509512113, 118.03138991436745, 2.3284633863783997, -0.9786318211047882, 1.9029161391925644)
nct;0.348133;0.000000;(230.88467717981558, 31.794249518173824, -0.6220587534121498, 0.04984098897633603)
levy_stable;0.120556;0.000000;(2.0, -0.9999999999999998, 0.9672131147541037, 0.017922857306147722)
pareto;0.438653;0.000000;(45565904.84371489, -6563781.061769581, 6563781.883198153)
mielke;0.118393;0.000000;(91097259.54279955, 206032112.00318864, -1971503.217586394, 1971504.199306203)
reciprocal;0.404422;0.000000;(0.9395303326065658, 1.0804926900264764, 0.00020234140841761806, 0.925316449481469)
powerlaw;0.186836;0.000000;(4.509661106171674, 0.8105144559918291, 0.18948554401141005)
truncexpon;0.619630;0.000000;(0.9776694841998836, 0.8214285636976301, 0.18265012463136765)
weibull_min;0.180951;0.000000;(284137415.29135007, -10167147.04935624, 10167148.021669481)
wald;0.422223;0.000000;(0.8170863214197348, 0.22704141042379367)
vonmises_line;1.000000;0.000000;(1.3053444224422104, 4.7618881148577135, 1.1831662003408474e-30)
vonmises;497225727460839331693555414466560.000000;0.000000;(1.7201204706799742, 0.9837754020285385, 4.127081685493794e-35)
uniform;0.511006;0.000000;(0.8214285714285714, 0.1785714285714286)
truncnorm;0.404762;0.000000;(0.936547724263527, 1.0770737079248662, 0.0002027162337894847, 0.9282533557922663)
triang;0.286239;0.000000;(0.9999999364233744, 0.8212643334211811, 0.17912112555482007)
powernorm;0.108569;0.000000;(3344.6131252020486, 1.2392821061037442, 0.07674250289885823)
semicircular;1.000000;0.000000;(2.6760097276050336, 4.016507490398864e-38)
recipinvgauss;0.392866;0.000000;(1.9724258359663032, 0.8198262081063425, 0.1182783404767285)
rice;1.000000;0.000000;(240.46309343543976, -5.10303908804158, 0.025233964454820207)
rayleigh;0.336610;0.000000;(0.9487342413799505, 0.021173719039919263)
levy;0.610803;0.000000;(0.8181526226283844, 0.13483088669647253)
rdist;1.000000;0.000000;(1.3053444396568081, 2.1769453898120004, 7.205162242024814e-30)
levy_l;0.291395;0.000000;(1.0033708340369414, 0.01565065524806239)
invweibull;0.198731;0.000000;(251499.79640029138, -8083.724529822444, 8084.676083605715)
laplace;0.111208;0.000000;(0.9672131147540983, 0.01975085043047767)
kstwobign;0.251539;0.000000;(0.7925560371713054, 0.20384217981713423)
genpareto;0.777416;0.000000;(-1.4766453553221903, 0.006608855621595359, 1.4668864193645668)
genlogistic;0.135637;0.000000;(0.33142080225030723, 0.98556838574019, 0.007996861462133307)
foldnorm;0.445584;0.000000;(0.06293755152253064, 0.8214285678949089, 0.14530861400817136)
foldcauchy;0.148774;0.000000;(76.59564190137164, -0.193892524681764, 0.015187689641109982)
exponpow;0.133097;0.000000;(6.740179012778187, 0.7835036035474882, 0.20480879356703782)
expon;0.440136;0.000000;(0.8214285714285714, 0.14342309938378361)
erlang;0.560848;0.000000;(0.457755363249605, 0.8214285714285713, 1.279442952355453)
cosine;1.000000;0.000000;(5.915345115056724, 8.568289552433882e-31)
chi2;0.513288;0.000000;(1.2271007411676966, 0.8214285714285713, 0.11616853780508123)
chi;0.510636;0.000000;(0.4072316109139849, 0.8214285714285713, 0.8953989873771555)
cauchy;0.146675;0.000000;(0.9693938160376223, 0.015194000463793282)
burr;0.145433;0.000000;(33.16093815691136, 0.1894899978054576, 0.7889857696091915, 0.20249290955513005)
bradford;0.524972;0.000000;(3.08654512477283e-06, 0.8146085784412671, 0.18539151354571648)
beta;0.141469;0.000000;(2651318.744590398, 2.626959854353666, -43995.31830812554, 43996.326751955174)
arcsine;0.527279;0.000000;(0.7855097960942837, 0.21449020390571633)
genexpon;0.331066;0.000000;(7.301464314920622e-07, 1.761559253238877, 1.0472040322355793, 0.8212303285829221, 0.1206024056911425)
genextreme;0.144269;0.000000;(0.6837597818237519, 0.9611178916478207, 0.028708683148855815)
gausshyper;0.318712;0.000000;(1.2714736120750576, 0.4954837396814201, 0.8865642670805527, 1.4155828818190943, 0.8014311725814423, 0.19856882741855778)
halfnorm;0.445452;0.000000;(0.8214285684521105, 0.14564043925372164)
ksone;0.511005;0.000000;(1.1274083209002668, 0.8214285681691639, 0.1785715580917398)
johnsonsu;0.123663;0.000000;(9.300122960744378, 2.7961878668761444, 1.0351043118631273, 0.004743722890570292)
johnsonsb;0.131192;0.000000;(-2.064157428605438, 1.46050525483501, 0.7813884069184123, 0.23400370728386885)
anglit;1.000000;0.000000;(2.3819026871919124, 4.476360825172356e-30)
invgauss;0.108418;0.000000;(0.00688852823945257, 0.6318148096950305, 48.36810107642208)
halfgennorm;0.508653;0.000000;(1591.0988000658153, 0.8214269116830377, 0.17921575184820948)
halflogistic;0.425987;0.000000;(0.8214285581479956, 0.09358410931704647)
gamma;0.559011;0.000000;(0.45941566936970296, 0.8214285714285713, 1.2564787399791122)
halfcauchy;0.426316;0.000000;(0.8214285643491215, 0.1413737182803228)
gumbel_l;0.121921;0.000000;(0.9765354193868342, 0.020289902123545044)
gumbel_r;0.198618;0.000000;(0.9515497848881334, 0.032135089830957746)
gompertz;0.461834;0.000000;(1.5469380036805482, 0.8214285634999705, 0.2550366763580315)
gilbrat;0.405025;0.000000;(0.820683236302862, 0.1410045447409711)
genhalflogistic;0.300381;0.000000;(1.1154639120421828, 0.8209682168027292, 0.1997034932651156)
weibull_max;0.291536;0.000000;(0.7854915848578575, 1.0000000000000002, 0.03322089803863067)
Distr;D_stats;p_value;Parameters
gengamma;0.082235;0.012000;(0.645116233338221, 9.433877265056044, 0.8152983548452357, 0.1702770867468058)
powernorm;0.085697;0.008000;(8185.516900986191, 1.2808617631270325, 0.08302854492810868)
powerlognorm;0.086225;0.007000;(12.320481101933291, 0.017159811130089023, -1.6423566188834884, 2.6822444854926157)
weibull_min;0.089593;0.005000;(88.16737118845346, -0.856478897971758, 1.8333899260890236)
gumbel_l;0.090394;0.004000;(0.9770391341672605, 0.020706815539515602)
loggamma;0.091057;0.004000;(0.9377039062586294, 0.9786729816389227, 0.019889086333983702)
fisk;0.093770;0.003000;(244393796.96299064, -3558162.2318822104, 3558163.1988555286)
gennorm;0.096455;0.002000;(1.6676467336944767, 0.966247391884825, 0.03285030135143324)
exponpow;0.096497;0.002000;(6.24886959031504, 0.7943438560472456, 0.1945853162539929)
exponweib;0.095321;0.002000;(0.4666706443735312, 17.893723157877126, 0.7424539357656472, 0.24556325236325913)
logistic;0.094134;0.002000;(0.9669703045433381, 0.014588015053010838)
t;0.093909;0.002000;(12.549003269029821, 0.9663153589739717, 0.023761061842665333)
johnsonsu;0.093903;0.002000;(9.05688474872743, 2.6300681614419172, 1.033174974107566, 0.004057797046926787)
levy_stable;0.095122;0.002000;(1.7273016534860717, -0.9998619324659346, 0.9636440014506223, 0.015442618318440914)
hypsecant;0.099324;0.001000;(0.9677080673372322, 0.017458639165135594)
invgamma;0.099400;0.001000;(6328.875805293594, -1.111807259453757, 13142.288210520608)
nakagami;0.098983;0.001000;(20705.965645300494, -6.536584818106702, 7.501629355199432)
mielke;0.104157;0.001000;(20.931316240871823, 77.58724528061599, 0.4109585768161491, 0.5778625334754612)
lognorm;0.099531;0.001000;(0.004166696553617368, -5.233452652667358, 6.198519476106014)
genlogistic;0.099163;0.001000;(0.33252354139905843, 0.98628826078763, 0.008226448091938194)
norm;0.098930;0.001000;(0.9650565169106345, 0.025956351304507207)
alpha;0.101853;0.001000;(86.65548207520939, -1.3182141554799007, 197.80981069331818)
chi;0.101104;0.001000;(188.55767640627522, 0.45504380454341653, 0.037175785151472476)
dweibull;0.103699;0.001000;(1.1350099387056447, 0.9685868343052242, 0.021074441895344354)
fatiguelife;0.098105;0.001000;(0.0028024267086915536, -8.314928240977476, 9.280007300231361)
f;0.099110;0.001000;(6690669.793533731, 7486250.2909521395, -33.635347461615936, 34.60034331636362)
exponnorm;0.098929;0.001000;(7.864357573901504e-05, 0.9650547866184453, 0.025955848402205904)
betaprime;0.103298;0.001000;(224.200167839777, 2422.5652172638593, 0.5712014901447127, 4.25234083199263)
chi2;0.101174;0.001000;(311.7036015870333, 0.6255992544516323, 0.0010886226382355309)
burr;0.101054;0.001000;(138.94025137169695, 0.3031538138820011, -0.10988371618442809, 1.0973220274306938)
ncf;0.460165;0.000000;(103.54524045355322, 113.82291891658637, 1.6158457017009398, -0.9395772135250194, 1.8744520623390506)
ncx2;0.580689;0.000000;(0.6003584039304559, 1.3998510722424715, 0.8399999999999999, 0.044731726758743096)
vonmises;1583369461301407405653283229925376.000000;0.000000;(1.7197796825712564, 0.9669944366444967, 8.813708350617481e-36)
triang;0.233999;0.000000;(0.9974259153370073, 0.8396918370753161, 0.16072187570384774)
vonmises_line;1.000000;0.000000;(1.3053444617381165, 4.7865475839963665, 2.021224601183033e-30)
lomax;0.823958;0.000000;(88843096128260.84, 0.839999999999923, 73410654625875.64)
loglaplace;0.114681;0.000000;(61.16251348163104, -0.2704422552987754, 1.2376553701257293)
wald;0.404567;0.000000;(0.8361923041012336, 0.19517556059677682)
maxwell;0.237458;0.000000;(0.839596573726274, 0.07397246209345085)
pareto;0.422816;0.000000;(5.622752614835463, 0.17835582050448523, 0.6616441794789661)
nct;0.423395;0.000000;(38.882284348314, 35.71022998463853, -0.1700492560177576, 0.03175325579143034)
uniform;0.470164;0.000000;(0.84, 0.16000000000000003)
pearson3;0.247948;0.000000;(-2.075375393363105, 0.9688761530433598, 0.032296833060305084)
tukeylambda;0.469101;0.000000;(1.1960708598593852, 0.919452385748099, 0.09634065423789434)
powerlaw;0.167203;0.000000;(6.02753487234529, 0.7534124314843349, 0.24658756851598468)
truncnorm;0.490806;0.000000;(0.9048060787394344, 1.077222793530864, 0.0003489541232588225, 0.9279891326906452)
rdist;1.000000;0.000000;(1.3053444318119758, 2.20160290349005, 1.3511450860192977e-29)
truncexpon;0.544780;0.000000;(0.6340217316360686, 0.8399999911830378, 0.25235730490955655)
reciprocal;0.491013;0.000000;(0.9053157073690998, 1.0778266674053532, 0.0003402004756373912, 0.9274773332006809)
rayleigh;0.206671;0.000000;(0.8849714528272826, 0.05952877313651603)
rice;1.000000;0.000000;(350.32378774090057, -8.133432709874292, 0.025971547924096075)
semicircular;1.000000;0.000000;(2.7831940143003875, 5.632515605666478e-28)
recipinvgauss;0.106271;0.000000;(0.0032904220982245963, 0.4905635072854668, 0.0015580893092504294)
invweibull;0.180427;0.000000;(389190457.74439937, -11893551.170471737, 11893552.121130157)
levy_l;0.278759;0.000000;(1.003264070066016, 0.014307121516435546)
levy;0.599514;0.000000;(0.837168504378812, 0.11510028409780515)
arcsine;0.513157;0.000000;(0.8020687878151809, 0.19793121218481916)
beta;0.370517;0.000000;(8.843271370806693, 0.44353375202491424, 0.3342479214445433, 0.6657520785554568)
bradford;0.479146;0.000000;(8.615131471487719e-08, 0.8364149652798483, 0.16358503953107772)
cauchy;0.148882;0.000000;(0.9696506961500726, 0.015329695538661566)
cosine;1.000000;0.000000;(6.051154755455634, 1.0933788076006336e-30)
dgamma;0.109107;0.000000;(1.2210259391429155, 0.9694980318905111, 0.016621036758362847)
erlang;0.562930;0.000000;(0.4406617671396612, 0.8399999999999999, 1.2643716694330807)
expon;0.420974;0.000000;(0.84, 0.12505651691063457)
foldcauchy;0.150822;0.000000;(83.70165722209686, -0.3136252410646664, 0.015331672243029101)
foldnorm;0.422957;0.000000;(0.01794952311814805, 0.8399999881375293, 0.12768980676096536)
genpareto;0.776976;0.000000;(-1.4766453553221903, 0.006608855621595359, 1.4668864193645668)
genexpon;0.306249;0.000000;(3.495584223502733e-07, 1.4970867874928493, 1.4433539435856608, 0.8398085508217857, 0.10936198270377122)
genextreme;0.138077;0.000000;(0.7799642345055743, 0.9624691561945284, 0.030725353988576655)
gausshyper;0.447353;0.000000;(1.194571200319789, 0.8637349636917462, 1.005070956951305, 1.0601881639262616, 0.8384792047438161, 0.16152079525618393)
gamma;0.554025;0.000000;(0.4318089366494593, 0.8399999999999999, 1.259417847698669)
genhalflogistic;0.257538;0.000000;(1.125463426554441, 0.8396739629843482, 0.18044109098552968)
gilbrat;0.391330;0.000000;(0.8393450000188373, 0.12192478254042236)
gompertz;0.434288;0.000000;(1.669717563930606, 0.8399999991285494, 0.24127508813429813)
gumbel_r;0.192038;0.000000;(0.95123966457252, 0.03155320800318244)
halfcauchy;0.416303;0.000000;(0.8399999952176586, 0.1226271836377922)
halflogistic;0.404849;0.000000;(0.8399999985405128, 0.08190064287002344)
halfnorm;0.423145;0.000000;(0.8399999747270483, 0.1276546492297762)
halfgennorm;0.861333;0.000000;(11169.62092792325, 0.8399536196683607, 0.16014705118721986)
invgauss;0.105892;0.000000;(0.008212455606070024, 0.6601492161060345, 37.068468705546465)
anglit;1.000000;0.000000;(2.455758311536156, 5.602098529631237e-28)
johnsonsb;0.115482;0.000000;(-1.5618352057890494, 1.1826773229832943, 0.8205351016360719, 0.19014757049330952)
ksone;0.470164;0.000000;(1.2309427248046023, 0.839999999695157, 0.1600001011322733)
kstwobign;0.222563;0.000000;(0.8112771266057099, 0.18017342746567144)
laplace;0.116219;0.000000;(0.9672131147540983, 0.02015440012276501)
weibull_max;0.637126;0.000000;(0.3923210414380427, 1.0000000000000002, 0.8741453935972285)
