Distr;D_stats;p_value;Parameters
johnsonsb;0.086065;0.007000;(-3.2954277442121453, 1.1777188821450624, 0.07173760578563312, 0.9186585220806185)
johnsonsu;0.087375;0.006000;(1.705513495577386, 0.9879955580792071, 0.9747426394659163, 0.012299232983378233)
mielke;0.090753;0.004000;(66122474.87261307, 818583377.041167, -3543600.9809485557, 3543601.9546690136)
burr;0.092348;0.003000;(862787450.085531, 0.08429055595997259, -3895428.307859196, 3895429.28138908)
loggamma;0.093348;0.003000;(0.14149171719852227, 0.9771012999226407, 0.007608902289633124)
gausshyper;0.091979;0.003000;(1.5471880371019808, 2.6551268913863306, 4.155947514820243, -0.9075724490289181, 0.6419169482411409, 0.34762913481010904)
genlogistic;0.091606;0.003000;(0.08087512577370229, 0.973724529639865, 0.0043453660243375075)
gengamma;0.094008;0.002000;(0.12217062431532222, 1371.8195042244984, -8.375091256315283, 9.35317310009303)
uniform;0.463522;0.000000;(0.6979591836734694, 0.28984569437531105)
loglaplace;0.183445;0.000000;(183703428.27630556, -7289757.896346675, 7289758.839895062)
ncx2;0.260090;0.000000;(27.769289391604467, 3.2825507560583323e-10, 0.4779916629293003, 0.015937623285696312)
nakagami;0.207941;0.000000;(87909.84498689446, -33.412370014764946, 34.33305266685096)
vonmises_line;1.000000;0.000000;(1.3053444100851483, 4.5994266565706665, 6.683800080189922e-30)
maxwell;0.275607;0.000000;(0.6969493982971531, 0.1333282357920735)
lomax;0.329989;0.000000;(21.203843405706955, 0.6979591836465224, 4.734658038446158)
lognorm;0.208877;0.000000;(0.0029016642005776083, -19.00496591524464, 19.925454290769366)
wald;0.374447;0.000000;(0.6909438406097865, 0.3334212781804531)
ncf;0.207114;0.000000;(8320.220643252265, 8451.715723269095, 20.529316274743856, -1.8521901845806958, 2.765844121843543)
logistic;0.148038;0.000000;(0.9312979074660096, 0.030224177057800478)
levy_stable;0.107444;0.000000;(1.1616009447611138, -0.9999913263612603, 0.8843116041090755, 0.017304985369989936)
levy_l;0.294691;0.000000;(0.9893990731408728, 0.03514877892808114)
levy;0.577689;0.000000;(0.6930367673593057, 0.19225831028198617)
laplace;0.182135;0.000000;(0.9435483870967742, 0.03939476763669787)
kstwobign;0.258794;0.000000;(0.6181693422353183, 0.3483960386893972)
weibull_min;0.226316;0.000000;(730805621.1909075, -43971954.62029575, 43971955.558897)
vonmises;32782640502727431989760098304.000000;0.000000;(1.4219825298630142, 0.9350472977874482, 1.1514498607462079e-30)
nct;0.205338;0.000000;(304.16866318172936, 30.93484995054547, -0.5560393153439189, 0.04765297652485978)
tukeylambda;0.451507;0.000000;(1.5264651744338527, 0.842887275708206, 0.2212276852886778)
rayleigh;0.228220;0.000000;(0.8263576562011791, 0.07811836955655371)
truncnorm;0.492877;0.000000;(0.8015468995622446, 1.1348039978612225, 0.0008249639454954963, 0.8697360274499515)
truncexpon;0.521699;0.000000;(0.6815094218934671, 0.6979591836720829, 0.42529961453245746)
triang;0.315600;0.000000;(0.950076344873706, 0.6973318350710013, 0.2921501023545333)
t;0.168997;0.000000;(1.140597880688535, 0.9483383095084195, 0.018806677744787115)
semicircular;1.000000;0.000000;(2.471370368292847, 3.6808848763985233e-34)
recipinvgauss;0.206166;0.000000;(0.0034589191353307878, -0.1235749303717002, 0.003605272496410083)
rice;1.000000;0.000000;(148.76711314995885, -7.669268837999363, 0.05773870058606466)
reciprocal;0.493346;0.000000;(0.8020562664798814, 1.135527189332897, 0.000829238305213875, 0.8691783499386203)
norm;0.208546;0.000000;(0.9205451037228254, 0.05773806416659392)
rdist;1.000000;0.000000;(1.3053444295866217, 2.0144842535809735, 3.167000460446744e-29)
powernorm;0.156721;0.000000;(146908.98517477664, 1.6961378120395478, 0.17304302087458417)
powerlognorm;0.231214;0.000000;(0.6728720548492478, 0.08835050352768105, 0.2768317234292472, 0.6189404631541863)
powerlaw;0.113697;0.000000;(5.012627395164952, 0.5822370550751605, 0.4055678229745815)
pearson3;0.115055;0.000000;(-1.5705302299038517, 0.9205476047496456, 0.05299569019894795)
ksone;0.463522;0.000000;(1.1007651709875832, 0.6979591811667241, 0.2898457273043932)
pareto;0.354540;0.000000;(22502539.314340383, -4787886.103819442, 4787886.801778626)
alpha;0.225960;0.000000;(46.4526934142245, -1.8513051709237358, 128.62838357003102)
invweibull;0.228829;0.000000;(393784328.64393336, -27869539.831350975, 27869540.719741173)
anglit;1.000000;0.000000;(2.1815591664500893, 5.248798906084289e-30)
dgamma;0.170814;0.000000;(0.7953148558530816, 0.9462809917355373, 0.04561026218259584)
f;0.208110;0.000000;(23765933.855143428, 22517449.03136137, -137.89798560908542, 138.81865946044047)
exponpow;0.111583;0.000000;(17923830.9533071, -780161.8915624548, 780162.8542795077)
exponweib;0.135965;0.000000;(0.456935517999449, 672645046.6520845, -14419609.874553587, 14419610.836360414)
exponnorm;0.208545;0.000000;(0.0006221372103776616, 0.9205093590662785, 0.05773806789793675)
expon;0.337962;0.000000;(0.6979591836734694, 0.22258592004935596)
erlang;0.514411;0.000000;(0.5811980631236924, 0.6979591836734693, 1.0443339665940363)
dweibull;0.224213;0.000000;(0.8221340660963241, 0.9504132231404958, 0.04336610903465434)
cosine;1.000000;0.000000;(5.715850901738596, 1.3121997265210723e-30)
fisk;0.141921;0.000000;(715864409.199054, -20877025.08600696, 20877026.017673373)
chi2;0.217868;0.000000;(620.6884300197785, -0.13265416011603315, 0.0016960425243598004)
chi;0.214200;0.000000;(504.48781100340443, -0.9441004655815162, 0.08303095814667211)
cauchy;0.163307;0.000000;(0.9488225882966095, 0.017557499477247315)
bradford;0.464196;0.000000;(0.013242214908963969, 0.697959172716738, 0.29004689588831734)
betaprime;0.209447;0.000000;(518613.73760803347, 740247.0269004947, -31.170420903673033, 45.80503725348807)
beta;0.301296;0.000000;(1.1813120719269705, 0.36862010794990896, 0.696506380923908, 0.2912984971248725)
arcsine;0.378648;0.000000;(0.697959122765881, 0.2898457552828995)
fatiguelife;0.211125;0.000000;(0.0023612799287886684, -23.495807003277164, 24.415985184955858)
foldcauchy;0.165673;0.000000;(66.85631742006314, -0.22615181785616978, 0.01757472364175333)
invgauss;0.225606;0.000000;(0.010834380630472165, 0.2969608371329131, 57.54229310592825)
gumbel_r;0.228776;0.000000;(0.8883954510247624, 0.0707857112017512)
invgamma;0.217367;0.000000;(1400.0823493753492, -1.3052031221568265, 3113.380539752232)
hypsecant;0.158480;0.000000;(0.9368033104081632, 0.03418340801328088)
halfgennorm;0.468567;0.000000;(140.89898969851777, 0.6979591836734691, 0.289103238545473)
halfnorm;0.368329;0.000000;(0.6979591483695783, 0.2299609103539886)
halflogistic;0.342185;0.000000;(0.6979591817054587, 0.14698455786856446)
halfcauchy;0.404261;0.000000;(0.6979591705029544, 0.2163833377573704)
gumbel_l;0.140286;0.000000;(0.9446105230522928, 0.03552503928998414)
gompertz;0.373964;0.000000;(1.4313857365783726, 0.697959173249987, 0.3861214411532904)
