Distr;D_stats;p_value;Parameters
alpha;0.195358;0.000000;(87.00628916312104, -0.7735488672127317, 152.43048589191358)
loglaplace;0.181509;0.000000;(4802.150256772311, -69.86398817297746, 70.84703609781266)
nct;0.425635;0.000000;(234.54152363240922, 31.846063685176407, -0.9356904145927661, 0.06006974558592139)
ncf;0.483039;0.000000;(26.404626208491134, 254.57384228558976, 10.956632785502915, -0.906544039194839, 1.328830268791235)
ncx2;0.506017;0.000000;(0.5024941860932397, 1.7079365135463296, 0.909090909090909, 0.023590984023588557)
nakagami;0.200030;0.000000;(11649.003820148715, -3.3215861434979264, 4.3001063777437345)
mielke;0.336692;0.000000;(5.676352420088005, 11460.46901760222, 0.8557834678705223, 0.14430073328661386)
maxwell;0.218523;0.000000;(0.9079049738401266, 0.04237425972929555)
lomax;0.916251;0.000000;(1868651303849.5122, 0.9090909090886274, 1942231083952.1665)
lognorm;0.200092;0.000000;(0.002495679369900604, -6.9887120933856, 7.9671942522618115)
loggamma;0.660000;0.000000;(1.4438927843944646e-08, 1.0000000049991016, 3.0974776237213887e-10)
pareto;0.368754;0.000000;(10.650325899312309, 0.19664814381828483, 0.7124427652673826)
logistic;0.193291;0.000000;(0.9804839002629715, 0.011084587332321046)
levy_stable;0.246352;0.000000;(2.0, -1.0, 0.9830508474576324, 0.017470300489168412)
levy_l;0.348800;0.000000;(1.0007299646752645, 0.002344680232398627)
levy;0.565606;0.000000;(0.906465052821062, 0.05715418007037448)
laplace;0.179947;0.000000;(0.9830508474576272, 0.014879422783476056)
kstwobign;0.224104;0.000000;(0.8758466957565971, 0.11871655295199929)
ksone;0.418239;0.000000;(1.1714591651581279, 0.9090908879811206, 0.09090911559816796)
johnsonsu;0.481280;0.000000;(2.7681355182687986, 0.21847548883406198, 1.000000001095872, 1.305545329767024e-09)
norm;0.200250;0.000000;(0.9785636847207804, 0.019821984216007962)
pearson3;0.340000;0.000000;(-2.6182876342178423, 0.9799009120052872, 0.026312596777806452)
anglit;1.000000;0.000000;(2.5702321991811115, 6.966608766043377e-42)
triang;0.339967;0.000000;(0.999999992721111, 0.9084191887996413, 0.09158234135649695)
weibull_min;0.241538;0.000000;(148855238.71158543, -2205909.6241257554, 2205910.6116667)
wald;0.368612;0.000000;(0.9049694550709606, 0.10398971788464831)
vonmises_line;1.000000;0.000000;(1.305344414626221, 4.878278871581486, 3.395373986190788e-31)
